pincode,district,state
561203,bangalore rural,KARNATAKA
562163,bangalore rural,KARNATAKA
561204,bangalore rural,KARNATAKA
562112,ramanagar,KARNATAKA
562138,ramanagar,KARNATAKA
562114,bangalore rural,KARNATAKA
562117,ramanagar,KARNATAKA
562119,ramanagar,KARNATAKA
562121,ramanagar,KARNATAKA
561205,bangalore rural,KARNATAKA
562122,bangalore rural,KARNATAKA
562162,bangalore rural,KARNATAKA
562159,ramanagar,KARNATAKA
562125,bengaluru,KARNATAKA
562126,ramanagar,KARNATAKA
562127,bangalore rural,KARNATAKA
562129,bangalore rural,KARNATAKA
562128,ramanagar,KARNATAKA
562130,bengaluru,KARNATAKA
562131,bangalore rural,KARNATAKA
562132,bangalore rural,KARNATAKA
561201,bangalore rural,KARNATAKA
577126,chikkamagaluru,KARNATAKA
577547,chikkamagaluru,KARNATAKA
577111,chikkamagaluru,KARNATAKA
577113,chikkamagaluru,KARNATAKA
577116,chikkamagaluru,KARNATAKA
577145,chikkamagaluru,KARNATAKA
577102,chikkamagaluru,KARNATAKA
577180,chikkamagaluru,KARNATAKA
577175,chikkamagaluru,KARNATAKA
577121,chikkamagaluru,KARNATAKA
577122,chikkamagaluru,KARNATAKA
577548,chikkamagaluru,KARNATAKA
577146,chikkamagaluru,KARNATAKA
577129,chikkamagaluru,KARNATAKA
577130,chikkamagaluru,KARNATAKA
577131,chikkamagaluru,KARNATAKA
577132,chikkamagaluru,KARNATAKA
577133,chikkamagaluru,KARNATAKA
577182,chikkamagaluru,KARNATAKA
577135,chikkamagaluru,KARNATAKA
577137,chikkamagaluru,KARNATAKA
577138,chikkamagaluru,KARNATAKA
577549,chikkamagaluru,KARNATAKA
577550,chikkamagaluru,KARNATAKA
577140,chikkamagaluru,KARNATAKA
577112,chikkamagaluru,KARNATAKA
577114,chikkamagaluru,KARNATAKA
577117,chikkamagaluru,KARNATAKA
577120,chikkamagaluru,KARNATAKA
577123,chikkamagaluru,KARNATAKA
577124,chikkamagaluru,KARNATAKA
577127,chikkamagaluru,KARNATAKA
577134,chikkamagaluru,KARNATAKA
577144,chikkamagaluru,KARNATAKA
577139,chikkamagaluru,KARNATAKA
577228,dakshina kannada,KARNATAKA
591304,belagavi,KARNATAKA
591248,belagavi,KARNATAKA
591303,belagavi,KARNATAKA
591212,belagavi,KARNATAKA
591220,belagavi,KARNATAKA
591230,belagavi,KARNATAKA
591232,belagavi,KARNATAKA
591234,belagavi,KARNATAKA
591235,belagavi,KARNATAKA
591240,belagavi,KARNATAKA
591315,belagavi,KARNATAKA
591242,belagavi,KARNATAKA
591265,belagavi,KARNATAKA
591316,belagavi,KARNATAKA
591211,belagavi,KARNATAKA
591213,belagavi,KARNATAKA
591263,belagavi,KARNATAKA
591239,belagavi,KARNATAKA
591214,belagavi,KARNATAKA
591215,belagavi,KARNATAKA
591229,belagavi,KARNATAKA
591216,belagavi,KARNATAKA
591247,belagavi,KARNATAKA
591217,belagavi,KARNATAKA
591201,belagavi,KARNATAKA
591222,belagavi,KARNATAKA
591226,belagavi,KARNATAKA
591228,belagavi,KARNATAKA
591287,belagavi,KARNATAKA
591311,belagavi,KARNATAKA
591237,belagavi,KARNATAKA
591238,belagavi,KARNATAKA
591241,belagavi,KARNATAKA
591244,belagavi,KARNATAKA
577598,chitradurga,KARNATAKA
577511,chitradurga,KARNATAKA
577558,chitradurga,KARNATAKA
577515,chitradurga,KARNATAKA
577597,chitradurga,KARNATAKA
577520,chitradurga,KARNATAKA
577521,chitradurga,KARNATAKA
577524,chitradurga,KARNATAKA
577555,chitradurga,KARNATAKA
577546,chitradurga,KARNATAKA
577599,chitradurga,KARNATAKA
577526,chitradurga,KARNATAKA
577527,chitradurga,KARNATAKA
577529,chitradurga,KARNATAKA
577531,chitradurga,KARNATAKA
577554,chitradurga,KARNATAKA
577532,chitradurga,KARNATAKA
577533,chitradurga,KARNATAKA
577535,chitradurga,KARNATAKA
577536,chitradurga,KARNATAKA
577537,chitradurga,KARNATAKA
577538,chitradurga,KARNATAKA
577540,chitradurga,KARNATAKA
577541,chitradurga,KARNATAKA
577542,chitradurga,KARNATAKA
577502,chitradurga,KARNATAKA
577543,chitradurga,KARNATAKA
577517,chitradurga,KARNATAKA
577545,chitradurga,KARNATAKA
577514,davangere,KARNATAKA
577005,davangere,KARNATAKA
577516,davangere,KARNATAKA
577519,chitradurga,KARNATAKA
577566,davangere,KARNATAKA
577525,davangere,KARNATAKA
577589,davangere,KARNATAKA
577530,davangere,KARNATAKA
577539,chitradurga,KARNATAKA
577004,davangere,KARNATAKA
582202,gadag,KARNATAKA
582113,gadag,KARNATAKA
582102,gadag,KARNATAKA
582114,gadag,KARNATAKA
582203,gadag,KARNATAKA
582204,gadag,KARNATAKA
582115,gadag,KARNATAKA
582116,gadag,KARNATAKA
582117,gadag,KARNATAKA
582118,gadag,KARNATAKA
582119,gadag,KARNATAKA
582111,gadag,KARNATAKA
582207,gadag,KARNATAKA
582120,gadag,KARNATAKA
583226,koppal,KARNATAKA
583230,koppal,KARNATAKA
583238,koppal,KARNATAKA
583285,koppal,KARNATAKA
583278,koppal,KARNATAKA
583227,koppal,KARNATAKA
583228,koppal,KARNATAKA
583281,koppal,KARNATAKA
583280,koppal,KARNATAKA
583283,koppal,KARNATAKA
583229,koppal,KARNATAKA
583232,koppal,KARNATAKA
583234,koppal,KARNATAKA
583268,koppal,KARNATAKA
583282,koppal,KARNATAKA
583279,koppal,KARNATAKA
583235,koppal,KARNATAKA
591224,belagavi,KARNATAKA
591305,belagavi,KARNATAKA
591254,belagavi,KARNATAKA
591307,belagavi,KARNATAKA
591221,belagavi,KARNATAKA
591107,belagavi,KARNATAKA
591225,belagavi,KARNATAKA
591227,belagavi,KARNATAKA
591344,belagavi,KARNATAKA
591231,belagavi,KARNATAKA
591312,belagavi,KARNATAKA
591340,belagavi,KARNATAKA
591236,belagavi,KARNATAKA
591122,belagavi,KARNATAKA
591313,belagavi,KARNATAKA
591243,belagavi,KARNATAKA
591136,belagavi,KARNATAKA
585287,yadgir,KARNATAKA
585304,yadgir,KARNATAKA
585211,kalaburagi,KARNATAKA
585309,kalaburagi,KARNATAKA
585214,yadgir,KARNATAKA
585215,yadgir,KARNATAKA
585237,yadgir,KARNATAKA
585290,yadgir,KARNATAKA
585210,kalaburagi,KARNATAKA
585315,yadgir,KARNATAKA
585317,kalaburagi,KARNATAKA
585318,kalaburagi,KARNATAKA
585319,yadgir,KARNATAKA
585218,kalaburagi,KARNATAKA
585320,kalaburagi,KARNATAKA
585291,yadgir,KARNATAKA
585321,yadgir,KARNATAKA
585220,yadgir,KARNATAKA
585323,yadgir,KARNATAKA
585221,yadgir,KARNATAKA
585222,kalaburagi,KARNATAKA
585223,yadgir,KARNATAKA
585355,yadgir,KARNATAKA
585225,kalaburagi,KARNATAKA
585202,yadgir,KARNATAKA
585301,kalaburagi,KARNATAKA
585303,kalaburagi,KARNATAKA
585305,kalaburagi,KARNATAKA
585306,kalaburagi,KARNATAKA
585307,kalaburagi,KARNATAKA
585308,kalaburagi,KARNATAKA
585103,kalaburagi,KARNATAKA
585105,kalaburagi,KARNATAKA
585104,kalaburagi,KARNATAKA
585212,kalaburagi,KARNATAKA
585265,kalaburagi,KARNATAKA
585310,kalaburagi,KARNATAKA
585311,kalaburagi,KARNATAKA
585312,kalaburagi,KARNATAKA
585313,kalaburagi,KARNATAKA
585314,kalaburagi,KARNATAKA
585316,kalaburagi,KARNATAKA
585217,kalaburagi,KARNATAKA
585322,kalaburagi,KARNATAKA
585228,kalaburagi,KARNATAKA
585213,kalaburagi,KARNATAKA
585324,kalaburagi,KARNATAKA
585325,kalaburagi,KARNATAKA
581360,uttara kannada,KARNATAKA
581317,uttara kannada,KARNATAKA
581316,uttara kannada,KARNATAKA
581319,uttara kannada,KARNATAKA
581321,uttara kannada,KARNATAKA
581324,uttara kannada,KARNATAKA
581308,uttara kannada,KARNATAKA
581326,uttara kannada,KARNATAKA
581306,uttara kannada,KARNATAKA
581328,uttara kannada,KARNATAKA
581333,uttara kannada,KARNATAKA
581396,uttara kannada,KARNATAKA
581339,uttara kannada,KARNATAKA
581302,uttara kannada,KARNATAKA
581301,uttara kannada,KARNATAKA
581305,uttara kannada,KARNATAKA
581344,uttara kannada,KARNATAKA
581345,uttara kannada,KARNATAKA
581353,uttara kannada,KARNATAKA
581357,uttara kannada,KARNATAKA
581320,uttara kannada,KARNATAKA
581323,uttara kannada,KARNATAKA
581351,uttara kannada,KARNATAKA
581361,uttara kannada,KARNATAKA
581327,uttara kannada,KARNATAKA
581330,uttara kannada,KARNATAKA
581332,uttara kannada,KARNATAKA
581334,uttara kannada,KARNATAKA
581335,uttara kannada,KARNATAKA
581338,uttara kannada,KARNATAKA
581421,uttara kannada,KARNATAKA
581341,uttara kannada,KARNATAKA
581342,uttara kannada,KARNATAKA
581362,uttara kannada,KARNATAKA
581343,uttara kannada,KARNATAKA
581348,uttara kannada,KARNATAKA
581423,uttara kannada,KARNATAKA
581350,uttara kannada,KARNATAKA
581354,uttara kannada,KARNATAKA
571201,kodagu,KARNATAKA
571211,kodagu,KARNATAKA
571219,kodagu,KARNATAKA
571247,kodagu,KARNATAKA
571248,kodagu,KARNATAKA
571212,kodagu,KARNATAKA
571213,kodagu,KARNATAKA
571249,kodagu,KARNATAKA
571231,kodagu,KARNATAKA
571232,kodagu,KARNATAKA
571234,kodagu,KARNATAKA
571250,kodagu,KARNATAKA
571251,kodagu,KARNATAKA
571252,kodagu,KARNATAKA
571214,kodagu,KARNATAKA
571215,kodagu,KARNATAKA
571216,kodagu,KARNATAKA
571235,kodagu,KARNATAKA
571253,kodagu,KARNATAKA
571236,kodagu,KARNATAKA
571217,kodagu,KARNATAKA
571237,kodagu,KARNATAKA
571254,kodagu,KARNATAKA
571218,kodagu,KARNATAKA
563102,kolar,KARNATAKA
563103,kolar,KARNATAKA
562101,chikkaballapur,KARNATAKA
563113,kolar,KARNATAKA
563114,kolar,KARNATAKA
563147,kolar,KARNATAKA
563123,kolar,KARNATAKA
563116,kolar,KARNATAKA
563159,chikkaballapur,KARNATAKA
563125,kolar,KARNATAKA
563126,kolar,KARNATAKA
563162,kolar,KARNATAKA
563127,kolar,KARNATAKA
563161,kolar,KARNATAKA
563128,kolar,KARNATAKA
563129,kolar,KARNATAKA
563130,kolar,KARNATAKA
563139,kolar,KARNATAKA
563146,kolar,KARNATAKA
563132,kolar,KARNATAKA
563120,kolar,KARNATAKA
563121,kolar,KARNATAKA
563134,kolar,KARNATAKA
563122,kolar,KARNATAKA
563135,kolar,KARNATAKA
563136,kolar,KARNATAKA
563137,kolar,KARNATAKA
563138,kolar,KARNATAKA
563124,kolar,KARNATAKA
561206,chikkaballapur,KARNATAKA
561208,kolar,KARNATAKA
561209,chikkaballapur,KARNATAKA
561210,chikkaballapur,KARNATAKA
561211,kolar,KARNATAKA
562102,kolar,KARNATAKA
562104,kolar,KARNATAKA
562105,chikkaballapur,KARNATAKA
561213,chikkaballapur,KARNATAKA
561228,kolar,KARNATAKA
574141,dakshina kannada,KARNATAKA
574146,dakshina kannada,KARNATAKA
575030,dakshina kannada,KARNATAKA
575015,dakshina kannada,KARNATAKA
574150,dakshina kannada,KARNATAKA
575008,dakshina kannada,KARNATAKA
575013,dakshina kannada,KARNATAKA
575010,dakshina kannada,KARNATAKA
574509,dakshina kannada,KARNATAKA
575014,dakshina kannada,KARNATAKA
574145,dakshina kannada,KARNATAKA
574151,dakshina kannada,KARNATAKA
574153,dakshina kannada,KARNATAKA
575018,dakshina kannada,KARNATAKA
575007,dakshina kannada,KARNATAKA
575029,dakshina kannada,KARNATAKA
575017,dakshina kannada,KARNATAKA
575023,dakshina kannada,KARNATAKA
575028,dakshina kannada,KARNATAKA
574285,dakshina kannada,KARNATAKA
574211,dakshina kannada,KARNATAKA
574201,dakshina kannada,KARNATAKA
574216,dakshina kannada,KARNATAKA
574220,dakshina kannada,KARNATAKA
574326,dakshina kannada,KARNATAKA
574328,dakshina kannada,KARNATAKA
574198,dakshina kannada,KARNATAKA
574224,dakshina kannada,KARNATAKA
574323,dakshina kannada,KARNATAKA
574203,dakshina kannada,KARNATAKA
574229,dakshina kannada,KARNATAKA
574259,dakshina kannada,KARNATAKA
574231,dakshina kannada,KARNATAKA
574233,dakshina kannada,KARNATAKA
574235,dakshina kannada,KARNATAKA
574237,dakshina kannada,KARNATAKA
574240,dakshina kannada,KARNATAKA
574324,dakshina kannada,KARNATAKA
574265,dakshina kannada,KARNATAKA
574101,udupi,KARNATAKA
574213,dakshina kannada,KARNATAKA
574129,udupi,KARNATAKA
574104,udupi,KARNATAKA
574274,dakshina kannada,KARNATAKA
574236,dakshina kannada,KARNATAKA
574108,udupi,KARNATAKA
574109,udupi,KARNATAKA
574244,udupi,KARNATAKA
574242,dakshina kannada,KARNATAKA
574314,dakshina kannada,KARNATAKA
574248,dakshina kannada,KARNATAKA
574218,dakshina kannada,KARNATAKA
574313,dakshina kannada,KARNATAKA
574223,dakshina kannada,KARNATAKA
574230,dakshina kannada,KARNATAKA
574232,dakshina kannada,KARNATAKA
574234,kodagu,KARNATAKA
574238,dakshina kannada,KARNATAKA
584111,raichur,KARNATAKA
584167,raichur,KARNATAKA
584113,raichur,KARNATAKA
584140,raichur,KARNATAKA
584139,raichur,KARNATAKA
584115,raichur,KARNATAKA
584116,raichur,KARNATAKA
584143,raichur,KARNATAKA
584118,raichur,KARNATAKA
584136,raichur,KARNATAKA
584120,raichur,KARNATAKA
584203,raichur,KARNATAKA
584122,raichur,KARNATAKA
584123,raichur,KARNATAKA
584124,raichur,KARNATAKA
584202,raichur,KARNATAKA
584126,raichur,KARNATAKA
584125,raichur,KARNATAKA
584103,raichur,KARNATAKA
584102,raichur,KARNATAKA
584127,raichur,KARNATAKA
584170,raichur,KARNATAKA
584129,raichur,KARNATAKA
584132,raichur,KARNATAKA
584134,raichur,KARNATAKA
584135,raichur,KARNATAKA
584133,raichur,KARNATAKA
577301,shivamogga,KARNATAKA
577401,shivamogga,KARNATAKA
577453,shivamogga,KARNATAKA
577414,shivamogga,KARNATAKA
577211,shivamogga,KARNATAKA
577551,davangere,KARNATAKA
577232,shivamogga,KARNATAKA
577230,davangere,KARNATAKA
577415,shivamogga,KARNATAKA
577214,shivamogga,KARNATAKA
577216,shivamogga,KARNATAKA
577217,davangere,KARNATAKA
577436,shivamogga,KARNATAKA
577231,davangere,KARNATAKA
577422,shivamogga,KARNATAKA
577219,davangere,KARNATAKA
577220,shivamogga,KARNATAKA
577424,shivamogga,KARNATAKA
577432,shivamogga,KARNATAKA
577222,shivamogga,KARNATAKA
577426,shivamogga,KARNATAKA
577225,davangere,KARNATAKA
577201,shivamogga,KARNATAKA
577226,shivamogga,KARNATAKA
577203,shivamogga,KARNATAKA
577205,shivamogga,KARNATAKA
577412,shivamogga,KARNATAKA
577413,shivamogga,KARNATAKA
577416,shivamogga,KARNATAKA
577418,shivamogga,KARNATAKA
577419,shivamogga,KARNATAKA
577435,shivamogga,KARNATAKA
577421,shivamogga,KARNATAKA
577423,shivamogga,KARNATAKA
577425,shivamogga,KARNATAKA
577429,shivamogga,KARNATAKA
577430,shivamogga,KARNATAKA
577431,shivamogga,KARNATAKA
577433,shivamogga,KARNATAKA
577434,shivamogga,KARNATAKA
577243,shivamogga,KARNATAKA
577245,shivamogga,KARNATAKA
577115,shivamogga,KARNATAKA
577302,shivamogga,KARNATAKA
577213,davangere,KARNATAKA
577215,davangere,KARNATAKA
577227,shivamogga,KARNATAKA
577229,shivamogga,KARNATAKA
577218,davangere,KARNATAKA
577233,shivamogga,KARNATAKA
577221,davangere,KARNATAKA
577552,davangere,KARNATAKA
577544,davangere,KARNATAKA
560091,bengaluru,KARNATAKA
560090,bangalore rural,KARNATAKA
560089,bangalore rural,KARNATAKA
560073,bengaluru,KARNATAKA
560067,bengaluru,KARNATAKA
560087,bengaluru,KARNATAKA
560103,bengaluru,KARNATAKA
560049,bengaluru,KARNATAKA
560064,bengaluru,KARNATAKA
581363,uttara kannada,KARNATAKA
581315,uttara kannada,KARNATAKA
581318,uttara kannada,KARNATAKA
581322,uttara kannada,KARNATAKA
581121,uttara kannada,KARNATAKA
581325,uttara kannada,KARNATAKA
581365,uttara kannada,KARNATAKA
581329,uttara kannada,KARNATAKA
581331,uttara kannada,KARNATAKA
581336,uttara kannada,KARNATAKA
581337,uttara kannada,KARNATAKA
581129,uttara kannada,KARNATAKA
581186,uttara kannada,KARNATAKA
581340,uttara kannada,KARNATAKA
581412,uttara kannada,KARNATAKA
581187,uttara kannada,KARNATAKA
581346,uttara kannada,KARNATAKA
581347,uttara kannada,KARNATAKA
581349,uttara kannada,KARNATAKA
581450,uttara kannada,KARNATAKA
581403,uttara kannada,KARNATAKA
581453,uttara kannada,KARNATAKA
581356,uttara kannada,KARNATAKA
581411,uttara kannada,KARNATAKA
581358,uttara kannada,KARNATAKA
572112,tumakuru,KARNATAKA
572113,tumakuru,KARNATAKA
572135,tumakuru,KARNATAKA
572115,tumakuru,KARNATAKA
572116,tumakuru,KARNATAKA
572118,tumakuru,KARNATAKA
572120,tumakuru,KARNATAKA
572121,tumakuru,KARNATAKA
572122,tumakuru,KARNATAKA
572124,tumakuru,KARNATAKA
572125,tumakuru,KARNATAKA
572127,tumakuru,KARNATAKA
572128,tumakuru,KARNATAKA
572129,tumakuru,KARNATAKA
572104,tumakuru,KARNATAKA
572107,tumakuru,KARNATAKA
572132,tumakuru,KARNATAKA
572133,tumakuru,KARNATAKA
572106,tumakuru,KARNATAKA
572136,tumakuru,KARNATAKA
572175,tumakuru,KARNATAKA
572137,tumakuru,KARNATAKA
572105,tumakuru,KARNATAKA
572102,tumakuru,KARNATAKA
572139,tumakuru,KARNATAKA
572138,tumakuru,KARNATAKA
572140,tumakuru,KARNATAKA
572141,tumakuru,KARNATAKA
572211,tumakuru,KARNATAKA
572111,tumakuru,KARNATAKA
572212,tumakuru,KARNATAKA
572114,tumakuru,KARNATAKA
572213,tumakuru,KARNATAKA
572117,tumakuru,KARNATAKA
572214,tumakuru,KARNATAKA
572215,tumakuru,KARNATAKA
572216,tumakuru,KARNATAKA
572119,tumakuru,KARNATAKA
572217,tumakuru,KARNATAKA
572218,tumakuru,KARNATAKA
572123,tumakuru,KARNATAKA
575019,dakshina kannada,KARNATAKA
587330,bagalkot,KARNATAKA
575022,dakshina kannada,KARNATAKA
570018,mysuru,KARNATAKA
560077,bengaluru,KARNATAKA
587316,bagalkot,KARNATAKA
575011,dakshina kannada,KARNATAKA
576111,udupi,KARNATAKA
560092,bengaluru,KARNATAKA
560037,bengaluru,KARNATAKA
560048,bengaluru,KARNATAKA
570015,mysuru,KARNATAKA
570004,mysuru,KARNATAKA
570025,mysuru,KARNATAKA
570002,mysuru,KARNATAKA
570016,mysuru,KARNATAKA
570012,mysuru,KARNATAKA
570001,mysuru,KARNATAKA
570006,mysuru,KARNATAKA
570005,mysuru,KARNATAKA
570007,mysuru,KARNATAKA
570011,mysuru,KARNATAKA
570029,mysuru,KARNATAKA
570017,mysuru,KARNATAKA
570020,mysuru,KARNATAKA
570014,mysuru,KARNATAKA
570023,mysuru,KARNATAKA
570022,mysuru,KARNATAKA
571401,mandya,KARNATAKA
571607,mandya,KARNATAKA
580001,dharwad,KARNATAKA
580003,dharwad,KARNATAKA
580008,dharwad,KARNATAKA
580002,dharwad,KARNATAKA
580004,dharwad,KARNATAKA
580020,dharwad,KARNATAKA
580029,dharwad,KARNATAKA
580031,dharwad,KARNATAKA
580030,dharwad,KARNATAKA
580021,dharwad,KARNATAKA
580026,dharwad,KARNATAKA
580032,dharwad,KARNATAKA
587101,bagalkot,KARNATAKA
587156,bagalkot,KARNATAKA
590001,belagavi,KARNATAKA
590019,belagavi,KARNATAKA
590003,belagavi,KARNATAKA
590017,belagavi,KARNATAKA
590009,belagavi,KARNATAKA
583101,ballari,KARNATAKA
583118,ballari,KARNATAKA
583275,ballari,KARNATAKA
583215,ballari,KARNATAKA
583203,ballari,KARNATAKA
583276,ballari,KARNATAKA
583225,ballari,KARNATAKA
585401,bidar,KARNATAKA
586101,vijayapura,KARNATAKA
562161,ramanagar,KARNATAKA
577181,chikkamagaluru,KARNATAKA
577125,chikkamagaluru,KARNATAKA
577142,chikkamagaluru,KARNATAKA
591223,belagavi,KARNATAKA
591219,belagavi,KARNATAKA
591308,belagavi,KARNATAKA
591314,belagavi,KARNATAKA
591246,belagavi,KARNATAKA
581307,uttara kannada,KARNATAKA
581303,uttara kannada,KARNATAKA
581304,uttara kannada,KARNATAKA
563115,kolar,KARNATAKA
563117,kolar,KARNATAKA
563118,kolar,KARNATAKA
563101,kolar,KARNATAKA
563119,kolar,KARNATAKA
575006,dakshina kannada,KARNATAKA
575002,dakshina kannada,KARNATAKA
575004,dakshina kannada,KARNATAKA
575003,dakshina kannada,KARNATAKA
575001,dakshina kannada,KARNATAKA
574148,dakshina kannada,KARNATAKA
575025,dakshina kannada,KARNATAKA
574267,dakshina kannada,KARNATAKA
575020,dakshina kannada,KARNATAKA
574225,dakshina kannada,KARNATAKA
574327,dakshina kannada,KARNATAKA
584101,raichur,KARNATAKA
560058,bengaluru,KARNATAKA
581212,haveri,KARNATAKA
576104,udupi,KARNATAKA
590015,belagavi,KARNATAKA
575016,dakshina kannada,KARNATAKA
560086,bengaluru,KARNATAKA
571301,mysuru,KARNATAKA
570027,mysuru,KARNATAKA
560004,bengaluru,KARNATAKA
560107,bangalore rural,KARNATAKA
586105,vijayapura,KARNATAKA
583153,ballari,KARNATAKA
560113,bengaluru,KARNATAKA
580027,dharwad,KARNATAKA
587331,bagalkot,KARNATAKA
570032,mysuru,KARNATAKA
560117,bengaluru,KARNATAKA
560500,bengaluru,KARNATAKA
560108,bengaluru,KARNATAKA
560001,bengaluru,KARNATAKA
560109,bengaluru,KARNATAKA
583105,ballari,KARNATAKA
560029,bengaluru,KARNATAKA
560066,bengaluru,KARNATAKA
560081,bengaluru,KARNATAKA
572168,tumakuru,KARNATAKA
560110,bengaluru,KARNATAKA
560025,bengaluru,KARNATAKA
560062,bengaluru,KARNATAKA
591346,belagavi,KARNATAKA
560114,bengaluru,KARNATAKA
560098,bengaluru,KARNATAKA
560041,bengaluru,KARNATAKA
560115,bengaluru,KARNATAKA
560112,bengaluru,KARNATAKA
570031,mysuru,KARNATAKA
570030,mysuru,KARNATAKA
560030,bengaluru,KARNATAKA
560035,bengaluru,KARNATAKA
560018,bengaluru,KARNATAKA
560026,bengaluru,KARNATAKA
560053,bengaluru,KARNATAKA
560095,bengaluru,KARNATAKA
560059,bengaluru,KARNATAKA
560070,bengaluru,KARNATAKA
560027,bengaluru,KARNATAKA
560085,bengaluru,KARNATAKA
560061,bengaluru,KARNATAKA
560002,bengaluru,KARNATAKA
560050,bengaluru,KARNATAKA
560078,bengaluru,KARNATAKA
560111,bengaluru,KARNATAKA
560011,bengaluru,KARNATAKA
560006,bengaluru,KARNATAKA
560007,bengaluru,KARNATAKA
560008,bengaluru,KARNATAKA
560016,bengaluru,KARNATAKA
560300,bengaluru,KARNATAKA
560017,bengaluru,KARNATAKA
560024,bengaluru,KARNATAKA
560032,bengaluru,KARNATAKA
560036,bengaluru,KARNATAKA
560043,bengaluru,KARNATAKA
560045,bengaluru,KARNATAKA
560047,bengaluru,KARNATAKA
560063,bengaluru,KARNATAKA
560075,bengaluru,KARNATAKA
560084,bengaluru,KARNATAKA
560094,bengaluru,KARNATAKA
560102,bengaluru,KARNATAKA
591173,belagavi,KARNATAKA
577128,chikkamagaluru,KARNATAKA
590006,belagavi,KARNATAKA
590011,belagavi,KARNATAKA
591113,belagavi,KARNATAKA
577451,shivamogga,KARNATAKA
560009,bengaluru,KARNATAKA
560079,bengaluru,KARNATAKA
560040,bengaluru,KARNATAKA
560021,bengaluru,KARNATAKA
560010,bengaluru,KARNATAKA
560023,bengaluru,KARNATAKA
560003,bengaluru,KARNATAKA
560055,bengaluru,KARNATAKA
560072,bengaluru,KARNATAKA
560096,bengaluru,KARNATAKA
560020,bengaluru,KARNATAKA
560104,bengaluru,KARNATAKA
560057,bengaluru,KARNATAKA
560088,bangalore rural,KARNATAKA
560013,bengaluru,KARNATAKA
560015,bengaluru,KARNATAKA
560054,bengaluru,KARNATAKA
560012,bengaluru,KARNATAKA
560097,bengaluru,KARNATAKA
560022,bengaluru,KARNATAKA
560100,bengaluru,KARNATAKA
560093,bengaluru,KARNATAKA
560071,bengaluru,KARNATAKA
560038,bengaluru,KARNATAKA
560046,bengaluru,KARNATAKA
560065,bengaluru,KARNATAKA
560080,bengaluru,KARNATAKA
560005,bengaluru,KARNATAKA
560051,bengaluru,KARNATAKA
560033,bengaluru,KARNATAKA
560042,bengaluru,KARNATAKA
572103,tumakuru,KARNATAKA
572101,tumakuru,KARNATAKA
574112,udupi,KARNATAKA
576201,udupi,KARNATAKA
576216,udupi,KARNATAKA
576220,udupi,KARNATAKA
576228,udupi,KARNATAKA
576114,udupi,KARNATAKA
577501,chitradurga,KARNATAKA
577007,davangere,KARNATAKA
577001,davangere,KARNATAKA
577006,davangere,KARNATAKA
582101,gadag,KARNATAKA
582206,gadag,KARNATAKA
583231,koppal,KARNATAKA
583233,gadag,KARNATAKA
585292,kalaburagi,KARNATAKA
585219,yadgir,KARNATAKA
585224,yadgir,KARNATAKA
585201,yadgir,KARNATAKA
585101,kalaburagi,KARNATAKA
585106,kalaburagi,KARNATAKA
585229,kalaburagi,KARNATAKA
582104,gadag,KARNATAKA
583287,koppal,KARNATAKA
583286,gadag,KARNATAKA
585107,kalaburagi,KARNATAKA
585367,kalaburagi,KARNATAKA
571438,mandya,KARNATAKA
575005,dakshina kannada,KARNATAKA
570009,mysuru,KARNATAKA
691556,pathanamthitta,KERALA
690561,kollam,KERALA
691551,pathanamthitta,KERALA
691553,kollam,KERALA
691554,pathanamthitta,KERALA
691526,kollam,KERALA
691522,kollam,KERALA
690522,pathanamthitta,KERALA
690540,kollam,KERALA
691552,pathanamthitta,KERALA
689693,pathanamthitta,KERALA
689696,kollam,KERALA
691312,kollam,KERALA
691307,kollam,KERALA
691508,kollam,KERALA
691306,kollam,KERALA
691533,kollam,KERALA
691310,kollam,KERALA
691309,kollam,KERALA
691308,kollam,KERALA
691322,kollam,KERALA
691311,kollam,KERALA
689513,pathanamthitta,KERALA
689699,pathanamthitta,KERALA
689678,pathanamthitta,KERALA
689698,pathanamthitta,KERALA
689625,pathanamthitta,KERALA
689647,pathanamthitta,KERALA
689503,pathanamthitta,KERALA
689692,pathanamthitta,KERALA
689646,pathanamthitta,KERALA
689676,pathanamthitta,KERALA
689667,pathanamthitta,KERALA
689656,pathanamthitta,KERALA
690521,kollam,KERALA
689695,pathanamthitta,KERALA
689671,pathanamthitta,KERALA
691333,kollam,KERALA
689691,pathanamthitta,KERALA
690520,kollam,KERALA
689649,pathanamthitta,KERALA
689653,pathanamthitta,KERALA
691331,kollam,KERALA
689641,pathanamthitta,KERALA
689663,pathanamthitta,KERALA
689673,pathanamthitta,KERALA
689694,pathanamthitta,KERALA
689502,pathanamthitta,KERALA
670731,wayanad,KERALA
670645,wayanad,KERALA
670703,kannur,KERALA
670702,kannur,KERALA
670701,kannur,KERALA
670694,kannur,KERALA
670650,kannur,KERALA
670692,kannur,KERALA
670674,kannur,KERALA
670721,wayanad,KERALA
670706,kannur,KERALA
670643,kannur,KERALA
670691,kannur,KERALA
670675,kannur,KERALA
670651,kannur,KERALA
